topic,size,label,keywords,mk_q,mk_p,mk_tau,mk_trend,burst_max,drift_total_dist,drift_step_mean,drift_robust_score,method,beta_year_z,p,q
97,37,97_rehabilitation_exercise_virtual reality_reality,rehabilitation; virtual reality; reality; game; exercise; therapy; patients; games; cybersickness; exercises; virtual; treatment; vr; pain; children,0.0040986930860518,0.0014588568611371,0.4366666666666666,increasing,,,,,,,,
98,37,98_iot_computing_edge_devices,fog; iot; computing; cloud; fog computing; mqtt; data; devices; edge; internet things; edge computing; things; offloading; internet; task offloading,0.0034469772683256,0.0011392551988533,0.4233333333333333,increasing,,,,,,,,
99,36,99_network_security_ip_packet,firewall; network; firewalls; security; ipsec; packet filtering; packet; virtual private; packets; vpn; ip; networks; opnet; virtual; private network,0.0054112072412954,0.002155311358821,-0.4333333333333333,decreasing,,,,,,,,
100,36,100_news_documents_articles_news articles,news; documents; news articles; event; event detection; articles; information; document; stories; clustering; detection tracking; data; retrieval; pages; tracking,0.2179197393387145,0.1532825285179093,-0.2066666666666666,no_trend,,,,,,,,
101,36,101_expressions_mathematical_syntax_symbolic,expressions; mathematical expressions; symbolic; mathematical; syntax; javacc; parser; expression; grammar; interpreter; programming; symbolic computation; mathematical expression; handwritten mathematical; language,0.1632362503699112,0.1079019282106192,-0.23,no_trend,,,,,,,,
102,35,102_planning_path_unmanned_flight,planning; uavs; unmanned; flight; uav; path; path planning; aerial; unmanned aerial; vehicles; mission; route; altitude; air; weapon,0.6415303054869027,0.5491064479167558,0.0866666666666666,no_trend,,,,,,,,
103,35,103_skin_cancer_images_diagnosis,skin; skin cancer; melanoma; cancer; lesion; lesions; images; skin lesions; diagnosis; skin lesion; learning; dermoscopic; classification; isic; dermoscopy,0.0003668121343146,7.460585782670393e-05,0.4866666666666667,increasing,,,,,,,,
104,35,104_path_robots_planning_agents,robots; path; path planning; agents; robot; agent; planning; flock; formation control; mapf; search; algorithm; target search; time; multi agent,0.2793832772631137,0.2083536305013051,-0.1766666666666666,no_trend,,,,,,,,
105,34,105_iot_rfid_authentication_protocol,iot; authentication; rfid; security; protocol; devices; internet things; protocols; privacy; things; attacks; internet; iot devices; authentication protocol; encryption,0.0024786763815297,0.0007982178177807,0.4533333333333333,increasing,,,,,,,,
106,33,106_digital_image_transform_discrete,watermarking; watermark; image; image watermarking; images; digital watermarking; copyright; digital; copyright protection; attacks; watermarked; dwt; transform; fragile; watermarks,0.4706132449598621,0.3788835446710754,0.1266666666666666,no_trend,,,,,,,,
107,33,107_disease_brain_diagnosis_mri,alzheimer; alzheimer disease; disease; diagnosis; brain; mri; dementia; diagnosis alzheimer; learning; neurological; ad; images; deep learning; deep; mci,0.0040077483377315,0.0013925227275168,0.3933333333333333,increasing,,,,,,,,
108,32,108_spectrum_radio_cognitive_channel,cognitive radio; spectrum; radio; cognitive; secondary users; channel; radio networks; secondary; primary users; users; licensed; sus; primary user; networks; channel assignment,0.8639438747508039,0.8200145251872037,-0.0333333333333333,no_trend,,,,,,,,
109,32,109_question_answering_questions_answer,question answering; answering; question; qa; questions; answer; factoid; turkish; answering systems; language; answers; natural language; systems; qa systems; factoid question,0.847529556732226,0.7920852011811665,0.04,no_trend,,,,,,,,
110,32,110_interoperability_healthcare_health_clinical,ehr; interoperability; healthcare; health; clinical; patient; information; systems; medical; data; electronic health; ihe; hl7; standards; semantic,0.2332270672837278,0.1719555496074942,-0.1933333333333333,no_trend,,,,,,,,
111,32,111_sensor_wireless sensor_localization_deployment,sensor; wireless sensor; wireless; sensor networks; wsns; localization; nodes; coverage; wsn; deployment; sensor nodes; dynamic deployment; algorithm; networks; sensor network,0.1565020057509939,0.0999255244302226,0.23,no_trend,,,,,,,,
112,31,112_control_sliding_controller_mode,sliding mode; fractional order; fractional; mode control; control; sliding; controller; disturbance; mode; disturbance observer; order; robust control; systems; controllers; disturbance rejection,0.106535225576747,0.06500454441971,0.26,no_trend,,,,,,,,
113,31,113_health_mobile_patients_patient,health; mobile; patients; patient; blood; data; doctors; treatment; health data; disease; mhealth; diabetes; care; medical; diseases,0.1565020057509939,0.1007979020091147,0.2333333333333333,no_trend,,,,,,,,
114,30,114_automata_finite_qualitative_quantum,automata; automaton; finite automata; finite; quantum; turing; kronecker; turing machines; finite automaton; time; verifiers; timed; timed automata; qualitative; model,0.1626339716929378,0.1061255577996289,-0.2233333333333333,no_trend,,,,,,,,
115,30,115_layout_visualization_graph_graphs,layout; graph; visualization; graph layout; graphs; layout algorithm; graph visualization; compound; force directed; compound graphs; data; directed layout; information visualization; chisio; complexity management,0.2255564134960066,0.1605655824886827,-0.2,no_trend,,,,,,,,
116,30,116_earthquake_earthquakes_disasters_magnitude,earthquake; earthquakes; seismic; earthquake prediction; data; tweets; disasters; shear; prediction; natural disasters; lstm; model; dataset; magnitude; earthquake magnitude,0.4421165390726013,0.3521945311256316,0.13,no_trend,,,,,,,,
117,30,117_websites_attacks_url_malicious,phishing; phishing attacks; attacks; phishing websites; urls; websites; phishing detection; url; malicious; learning; detection; legitimate; social engineering; cyber; detecting phishing,0.0001140865968823,1.7748232427505783e-05,0.5433333333333333,increasing,,,,,,,,
